,count,mean,std,min,25%,50%,75%,max
sensor_168,1565.0,0.12439680511182108,0.04763862920302921,0.033,0.09,0.119,0.151,0.725
sensor_169,1565.0,0.40045367412140576,0.19791761488934503,0.046,0.23,0.412,0.536,1.143
sensor_170,1566.0,0.6843303320561941,0.15746797134498902,0.2979,0.5756,0.686,0.7973,1.153
sensor_171,1566.0,0.12006411238825032,0.06078486855133188,0.0089,0.0798,0.1125,0.1403,0.494
sensor_172,1566.0,0.3201125159642401,0.07124300579846014,0.1287,0.2766,0.32384999999999997,0.3702,0.5484
sensor_173,1566.0,0.5761919540229885,0.09573396704620046,0.2538,0.5168,0.5776,0.6345,0.8643
sensor_174,1566.0,0.3201127713920817,0.07124688599023044,0.1287,0.2765,0.32384999999999997,0.3702,0.5484
sensor_175,1566.0,0.7780436143039591,0.11632213822392524,0.4616,0.6922,0.7682,0.8439,1.172
sensor_176,1566.0,0.2447177522349936,0.07491779147962079,0.0735,0.19625,0.2429,0.293925,0.4411
sensor_177,1566.0,0.39475989782886334,0.2829029611812174,0.047,0.222,0.299,0.423,1.858
sensor_178,1543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_179,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_180,1566.0,19.013256704980844,3.3116324160902977,9.4,16.85,18.69,20.9725,48.67
sensor_181,1566.0,0.5467701149425287,0.22440175239982996,0.093,0.378,0.524,0.68875,3.573
sensor_182,1566.0,10.780542784163474,4.164050577644839,3.17,7.7325,10.17,13.3375,55.0
sensor_183,1566.0,26.66117037037037,6.836100919669127,5.014,21.171499999999998,27.200499999999998,31.687,72.947
sensor_184,1566.0,0.1448154533844189,0.11019771063307962,0.0297,0.1022,0.1326,0.16915,3.2283
sensor_185,1566.0,7.3657407407407405,7.188720312996779,1.94,5.39,6.735,8.45,267.91
sensor_186,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_187,1566.0,17.936289846743293,8.609911713011101,6.22,14.504999999999999,17.865000000000002,20.86,307.93
sensor_188,1566.0,43.21141826309067,21.71187601683998,6.613,24.711,40.209500000000006,57.67475,191.83
sensor_189,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_190,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_191,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_192,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_193,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_194,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_195,1563.0,0.287084452975048,0.39518696433610084,0.08,0.218,0.259,0.296,4.838
sensor_196,1560.0,8.68848717948718,15.720926221143502,1.75,5.04,6.78,9.555,396.11
sensor_197,1561.0,20.092709801409352,10.552161573356331,9.22,17.13,19.37,21.46,252.87
sensor_198,1561.0,0.5573587443946189,0.5377051946449523,0.09,0.296,0.424,0.726,10.017
sensor_199,1561.0,11.532056374119154,16.44555600285298,2.77,6.74,8.57,11.46,390.12
sensor_200,1560.0,17.60019230769231,8.690718499196093,3.21,14.155000000000001,17.235,20.1625,199.62
sensor_201,1560.0,7.839358974358974,5.1044949288971635,0.0,5.02,6.76,9.49,126.53
sensor_202,1560.0,10.170463333333334,14.622904409729585,0.0,6.094,8.462,11.953,490.561
sensor_203,1561.0,30.073142729019857,17.461797918207267,7.728,24.653,30.097,33.506,500.349
sensor_204,1561.0,32.21816886611147,565.1012386167343,0.0429,0.1143,0.1582,0.2307,9998.4483
sensor_205,1561.0,9.050121716848174,11.541082734748231,2.3,6.04,7.74,9.94,320.05
sensor_206,1561.0,0.0012812299807815502,0.05062074635525538,0.0,0.0,0.0,0.0,2.0
sensor_207,1561.0,20.376175528507368,17.497556438702528,4.01,16.35,19.72,22.37,457.65
sensor_208,1561.0,73.26431646380526,28.067142840732725,5.359,56.158,73.248,90.515,172.349
sensor_209,1561.0,0.02956438180653427,1.1680737221475166,0.0,0.0,0.0,0.0,46.15
sensor_210,1543.0,0.08886578094620869,0.04206453963808064,0.0319,0.0656,0.0797,0.09945000000000001,0.5164
sensor_211,1543.0,0.0567549578742709,0.02500514369357546,0.0022,0.0438,0.0532,0.0642,0.3227
sensor_212,1543.0,0.05143208036292936,0.031577643814254805,0.0071,0.0325,0.0416,0.06245,0.5941
sensor_213,1543.0,0.06034614387556708,0.05302956395031068,0.0037,0.0364,0.056,0.0737,1.2837
sensor_214,1543.0,0.08326843810758262,0.05645567199791888,0.0193,0.0568,0.0754,0.09355,0.7615
sensor_215,1543.0,0.08107556707712249,0.030436821606720545,0.0059,0.0632,0.0825,0.0983,0.3429
sensor_216,1543.0,0.08348353856124432,0.025764309384381366,0.0097,0.06955,0.0846,0.09755,0.2828
sensor_217,1543.0,0.07163538561244329,0.04628346265847662,0.0079,0.0458,0.0617,0.08635000000000001,0.6744
sensor_218,1566.0,3.771465389527459,1.1704360886275393,1.034,2.9461000000000004,3.63075,4.40475,8.8015
sensor_219,1555.0,0.0032540192926045017,0.0016461065915743328,0.0007,0.0023,0.003,0.0038,0.0163
sensor_220,226.0,0.00921283185840708,0.0019890062148504874,0.0057,0.0078,0.00895,0.0103,0.024
sensor_221,1567.0,0.06071754945756223,0.02330522674165929,0.02,0.0402,0.0609,0.0765,0.2305
sensor_222,1567.0,0.0088211869814933,0.055936767099401666,0.0003,0.0014,0.0023,0.0055,0.9911
sensor_223,1567.0,122.84657102744097,55.15600267648893,32.2637,95.14735,119.436,144.5028,1768.8802
sensor_224,1516.0,0.05937044854881267,0.071211244690426,0.0093,0.029775,0.0398,0.0613,1.4361
sensor_225,1516.0,1041.0565875989446,433.1700758034397,168.7998,718.7253499999999,967.2998,1261.2998,3601.2998
sensor_226,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_227,1565.0,0.019125047923322685,0.010755712754397951,0.0062,0.0132,0.0165,0.0212,0.1541
sensor_228,1565.0,0.0178444089456869,0.01074487814635285,0.0072,0.0126,0.0155,0.02,0.2133
sensor_229,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_230,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_231,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_232,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_233,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_234,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_235,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_236,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_237,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_238,1565.0,0.004791373801916933,0.0016979477507117176,0.0013,0.0037,0.0046,0.0057,0.0244
sensor_239,1565.0,0.004574888178913738,0.0014414052325399062,0.0014,0.0036,0.0044,0.0053,0.0236
sensor_240,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_241,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_242,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_243,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_244,549.0,0.005755009107468123,0.08461762122921439,0.0003,0.0012,0.0017,0.0026,1.9844
sensor_245,549.0,1.7297233151183968,4.335614249231767,0.2914,0.9115,1.1851,1.7618,99.9022
sensor_246,549.0,4.14874189435337,10.045083815255323,1.1022,2.7259,3.673,4.4797,237.1837
sensor_247,852.0,0.053373591549295774,0.06688019872989498,0.0,0.0192,0.027,0.0515,0.4914
sensor_248,1567.0,0.025171218889597953,0.04923507178550761,0.003,0.0147,0.021,0.0273,0.9732
sensor_249,1567.0,0.0010652201659221443,0.015770787828204697,0.0,0.0,0.0,0.0,0.4138
sensor_250,1567.0,109.65096668793873,54.597273986975544,21.0107,76.13215,103.0936,131.7584,1119.7042
sensor_251,1567.0,0.004284811742182515,0.037472492069381025,0.0003,0.0007,0.001,0.0013,0.9909
sensor_252,1567.0,4.645114869176771,64.35475571189654,0.7673,2.20565,2.8646,3.79505,2549.9885
sensor_253,1543.0,0.033216202203499676,0.022425105715950116,0.0094,0.0245,0.0308,0.0379,0.4517
sensor_254,1567.0,0.01394320357370772,0.009132138563170602,0.0017,0.0047,0.015,0.0213,0.0787
sensor_255,1567.0,0.4038481174218251,0.12033416842013539,0.1269,0.3076,0.4051,0.48095,0.9255
sensor_256,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_257,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_258,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_259,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_260,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_261,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_262,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_263,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_264,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_265,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_266,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_267,1559.0,0.07058691468890313,0.02964867144185025,0.0198,0.044,0.0706,0.09165000000000001,0.1578
sensor_268,1559.0,19.504676715843488,7.344404399628268,6.098,13.828,17.977,24.653,40.855
sensor_269,1559.0,3.7778656831302118,1.152329079925915,1.3017,2.9565,3.7035,4.3794,10.1529
sensor_270,1562.0,29.26029052496799,8.402012633351179,15.5471,24.9823,28.7735,31.7022,158.526
sensor_271,1561.0,46.05659814221653,17.86643760258941,10.4015,30.0139,45.6765,59.5947,132.6479
sensor_272,1560.0,41.298147435897434,17.737513289361313,6.9431,27.092724999999998,40.01925,54.277325,122.1174
sensor_273,1553.0,20.18124616870573,3.8304625092009634,8.6512,18.2471,19.5809,22.0973,43.5737
